DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-06-15 14:30:00,wCURE6d3bPkepu2,10571.3,1032.07,5366.57,7.01506e+06
2020-05-28 08:30:00,zBIq5rxdHJRwDNY,6311.43,618.343,652,6.43474e+06
2020-05-25 10:15:00,z9Y9gH1T5YWrNuG,11050.1,1079.86,2174.29,7.08281e+06
2020-06-11 12:00:00,uHbuxQJl8lW7ozc,9306,910.257,2308,7.24282e+06
2020-06-11 15:00:00,wCURE6d3bPkepu2,7624.5,746.325,4481.75,6.98688e+06
2020-06-17 23:30:00,McdE0feGgRqW7Ca,0,0,5992,7.40859e+06
2020-06-12 17:15:00,VHMLBKoKgIrUVDU,1816.14,178,5757.43,7.42077e+06
2020-06-02 14:45:00,WRmjgnKYAwPKWDb,8506.14,831.429,5969.86,7.16567e+06
2020-06-17 14:15:00,1BY6WEcLGh8j5v7,5533.86,542.457,4516.43,6.48431e+06
2020-05-23 08:45:00,uHbuxQJl8lW7ozc,7643.57,748.3,825.143,7.09608e+06
2020-05-17 10:15:00,1BY6WEcLGh8j5v7,9028.14,883.186,1888.71,6.27349e+06
2020-06-07 20:30:00,wCURE6d3bPkepu2,0,0,6433,6.95953e+06
2020-06-11 16:00:00,1IF53ai7Xc0U56Y,4941.5,484.725,5173.25,6.39179e+06
2020-05-16 20:15:00,WRmjgnKYAwPKWDb,0,0,6615,7.04143e+06
2020-05-29 15:15:00,McdE0feGgRqW7Ca,7511.62,735.425,7099.5,7.27206e+06
2020-05-24 14:30:00,bvBOhCH3iADSZry,6492,635.7,6034.71,6.38281e+06
2020-06-05 06:45:00,1IF53ai7Xc0U56Y,1527.86,149.371,43.8571,6.3409e+06
2020-06-16 20:30:00,VHMLBKoKgIrUVDU,0,0,6332,7.4502e+06
2020-06-09 18:00:00,pkci93gMrogZuBj,869.714,84.4429,8216.57,7.36269e+06
2020-06-14 21:15:00,WRmjgnKYAwPKWDb,0,0,7405,7.25458e+06
2020-06-06 10:15:00,McdE0feGgRqW7Ca,9571.71,934.929,2044.43,7.32673e+06
2020-06-16 09:15:00,adLQvlD726eNBSB,6755.86,661.7,1084.14,6.51309e+06
2020-05-31 22:45:00,sjndEbLyjtCKgGv,0,0,5987,7.14224e+06
2020-05-17 23:15:00,iCRJl6heRkivqQ3,0,0,7519,7.19837e+06
2020-06-09 19:30:00,pkci93gMrogZuBj,0,0,8240,7.36272e+06
2020-05-16 23:45:00,ZnxXDlPa8U1GXgE,0,0,6676,6.53515e+06
2020-06-13 11:30:00,7JYdWkrLSPkdwr4,11094.5,1082.44,3570.25,7.81599e+06
2020-05-16 10:30:00,YxYtjZvoooNbGkE,9287.29,908.371,1870.43,7.18813e+06
2020-06-07 10:00:00,VHMLBKoKgIrUVDU,6926.88,678.4,1511.5,7.3795e+06
2020-05-19 16:45:00,McdE0feGgRqW7Ca,3799.29,373.386,6804.14,7.1919e+06
2020-06-07 13:00:00,VHMLBKoKgIrUVDU,12663.4,1234.69,4976.71,7.38297e+06
2020-06-17 17:00:00,VHMLBKoKgIrUVDU,1340,130.4,5868,7.45607e+06
2020-06-01 17:15:00,ih0vzX44oOqAx2f,976.429,94.8571,5685.86,6.31392e+06
2020-06-13 04:45:00,adLQvlD726eNBSB,0,0,0,6.48872e+06
2020-06-02 08:45:00,1BY6WEcLGh8j5v7,7080.57,693.329,833.143,6.38427e+06
2020-05-19 16:30:00,VHMLBKoKgIrUVDU,4654.38,456.712,6685.75,7.23924e+06
2020-06-02 09:30:00,ZnxXDlPa8U1GXgE,9799,957.386,1488.29,6.65693e+06
2020-06-05 20:30:00,z9Y9gH1T5YWrNuG,0,0,7739,7.171e+06
2020-05-24 09:30:00,1BY6WEcLGh8j5v7,8408.12,822.65,1285.12,6.32169e+06
2020-06-03 12:30:00,pkci93gMrogZuBj,11015.4,1075.59,3758.14,7.31141e+06
2020-05-26 04:30:00,VHMLBKoKgIrUVDU,0,0,0,7.28952e+06
2020-05-18 12:30:00,uHbuxQJl8lW7ozc,8626.12,844.062,2056.62,7.06085e+06
2020-06-15 09:00:00,WRmjgnKYAwPKWDb,8168.12,799.325,1120.5,7.2557e+06
2020-05-21 21:15:00,ih0vzX44oOqAx2f,0,0,0,6.23354e+06
2020-06-07 16:15:00,iCRJl6heRkivqQ3,6557.25,642.3,7691.88,7.35593e+06
2020-06-13 04:45:00,zBIq5rxdHJRwDNY,0,0,0,6.54939e+06
2020-06-11 03:45:00,iCRJl6heRkivqQ3,0,0,0,7.37978e+06
2020-06-06 13:45:00,7JYdWkrLSPkdwr4,9546.5,932.575,4960.5,7.7691e+06
2020-06-02 17:15:00,wCURE6d3bPkepu2,1572,153.657,7450,6.92279e+06
2020-06-08 18:00:00,uHbuxQJl8lW7ozc,855.143,82.9857,8380.86,7.22553e+06
2020-05-20 08:00:00,bvBOhCH3iADSZry,4833.12,474.125,375,6.34728e+06
2020-06-12 23:30:00,ih0vzX44oOqAx2f,0,0,5710,6.39226e+06
2020-06-13 03:45:00,adLQvlD726eNBSB,0,0,0,6.48872e+06
2020-06-11 14:30:00,uHbuxQJl8lW7ozc,9690.29,946.843,4114.43,7.24462e+06
2020-05-31 03:45:00,z9Y9gH1T5YWrNuG,0,0,0,7.1276e+06
2020-05-30 20:30:00,VHMLBKoKgIrUVDU,0,0,7270,7.32833e+06
2020-05-21 23:15:00,1BY6WEcLGh8j5v7,0,0,7243,6.30559e+06
2020-05-31 15:45:00,ih0vzX44oOqAx2f,3019.29,296.586,5540.57,6.30781e+06
2020-06-07 06:15:00,7JYdWkrLSPkdwr4,415,40.125,5.625,7.77046e+06
2020-06-09 16:15:00,z9Y9gH1T5YWrNuG,5627.14,551.457,7064.86,7.19849e+06
2020-06-06 04:45:00,pkci93gMrogZuBj,0,0,0,7.33149e+06
2020-05-17 20:15:00,3PZuoBAID5Wc2HD,0,0,7794,7.00848e+06
2020-06-14 01:45:00,bvBOhCH3iADSZry,0,0,0,6.51764e+06
2020-06-06 15:30:00,pkci93gMrogZuBj,4472.38,438.975,6063.75,7.33755e+06
2020-05-16 08:30:00,WRmjgnKYAwPKWDb,5936.86,581.757,580.714,7.0354e+06
2020-06-05 19:45:00,pkci93gMrogZuBj,0,0,7796,7.33149e+06
2020-05-27 15:15:00,3PZuoBAID5Wc2HD,5357,525.229,5719.14,7.08443e+06
2020-06-16 10:30:00,wCURE6d3bPkepu2,8568,838.343,2143.71,7.01859e+06
2020-06-08 05:30:00,adLQvlD726eNBSB,0,0,0,6.45338e+06
2020-06-05 05:15:00,adLQvlD726eNBSB,0,0,0,6.43058e+06
2020-06-04 03:30:00,ZoEaEvLYb1n2sOq,0,0,0,7.2435e+06
2020-05-26 14:00:00,sjndEbLyjtCKgGv,9399.62,917.875,6021.62,7.10413e+06
2020-06-01 14:00:00,bvBOhCH3iADSZry,2696.57,264.086,4654.71,6.43792e+06
2020-06-09 06:45:00,3PZuoBAID5Wc2HD,1618.62,158.238,55.625,7.17579e+06
2020-05-16 03:00:00,z9Y9gH1T5YWrNuG,0,0,0,7.01425e+06
2020-06-14 00:30:00,zBIq5rxdHJRwDNY,0,0,0,6.55782e+06
2020-06-16 08:30:00,ZnxXDlPa8U1GXgE,5789.29,567.386,590.429,6.75909e+06
2020-05-23 17:15:00,sjndEbLyjtCKgGv,2882.29,282.843,8316.86,7.08128e+06
2020-06-06 04:45:00,YxYtjZvoooNbGkE,0,0,0,7.34249e+06
2020-06-02 10:30:00,uHbuxQJl8lW7ozc,7532,737.3,2311,7.17325e+06
2020-06-17 07:15:00,adLQvlD726eNBSB,2119.57,207.829,61.4286,6.51846e+06
2020-06-05 01:00:00,wCURE6d3bPkepu2,0,0,0,6.93902e+06
2020-05-21 09:00:00,wCURE6d3bPkepu2,8051.25,788.05,962.625,6.82521e+06
2020-05-21 14:15:00,VHMLBKoKgIrUVDU,8533,833.529,6248.14,7.25477e+06
2020-06-16 10:45:00,sjndEbLyjtCKgGv,9520.38,930.538,2346.5,7.25189e+06
2020-05-17 11:15:00,1BY6WEcLGh8j5v7,10160.1,991.829,2945.14,6.27455e+06
2020-05-26 08:00:00,ih0vzX44oOqAx2f,4994.86,489.729,407.714,6.26499e+06
2020-06-03 05:15:00,ZoEaEvLYb1n2sOq,0,0,0,7.23573e+06
2020-05-29 08:45:00,1IF53ai7Xc0U56Y,5765.86,565.057,680.143,6.29064e+06
2020-06-07 13:00:00,ZnxXDlPa8U1GXgE,12618.8,1230.31,4942.12,6.698e+06
2020-05-29 15:45:00,McdE0feGgRqW7Ca,7475,731.862,7445.5,7.2724e+06
2020-05-22 22:00:00,iCRJl6heRkivqQ3,0,0,0,7.23459e+06
2020-06-05 13:00:00,ih0vzX44oOqAx2f,8035.25,786.462,3961,6.34098e+06
2020-06-17 06:45:00,VHMLBKoKgIrUVDU,471,45.7,0,7.4502e+06
2020-06-04 22:00:00,uHbuxQJl8lW7ozc,0,0,0,7.19454e+06
2020-06-17 06:00:00,pkci93gMrogZuBj,0,0,0,7.40948e+06
2020-06-03 13:45:00,uHbuxQJl8lW7ozc,9056.5,885.95,5009,7.18341e+06
2020-05-24 23:45:00,ZoEaEvLYb1n2sOq,0,0,7985,7.17017e+06
2020-05-25 13:45:00,ZnxXDlPa8U1GXgE,11796.1,1150.13,6383.29,6.60214e+06
2020-06-11 04:15:00,1IF53ai7Xc0U56Y,0,0,0,6.38662e+06
2020-06-09 09:15:00,WRmjgnKYAwPKWDb,7182.12,703.075,1311.75,7.21431e+06
2020-05-28 15:00:00,ih0vzX44oOqAx2f,9909.75,968.987,7045.62,6.2859e+06
2020-05-20 05:15:00,1IF53ai7Xc0U56Y,0,0,0,6.21643e+06
2020-06-06 09:45:00,YxYtjZvoooNbGkE,7203.25,704.737,1529.62,7.34402e+06
2020-06-05 07:00:00,1BY6WEcLGh8j5v7,1306.62,127.225,70.25,6.40545e+06
2020-05-21 07:45:00,z9Y9gH1T5YWrNuG,3321,326.28,312.6,7.04957e+06
2020-05-18 12:00:00,ZnxXDlPa8U1GXgE,8239.75,806.362,1634,6.54437e+06
2020-06-01 00:45:00,iCRJl6heRkivqQ3,0,0,0,7.30457e+06
2020-05-30 16:15:00,adLQvlD726eNBSB,5647.25,553.45,6912.5,6.39426e+06
2020-05-19 23:45:00,z9Y9gH1T5YWrNuG,0,0,6892,7.04046e+06
2020-06-06 11:30:00,sjndEbLyjtCKgGv,7884.38,770.05,3101.12,7.18238e+06
2020-06-14 09:15:00,3PZuoBAID5Wc2HD,8665.12,847.812,1088.5,7.21181e+06
2020-06-11 00:30:00,7JYdWkrLSPkdwr4,0,0,0,7.80109e+06
2020-05-16 05:45:00,ih0vzX44oOqAx2f,0,0,0,6.19136e+06
2020-05-15 22:45:00,zVJPv84UY57bAof,0,0,5965,7.12212e+06
2020-06-13 07:30:00,pkci93gMrogZuBj,3245.88,318.85,187.625,7.38099e+06
2020-06-02 22:15:00,ih0vzX44oOqAx2f,0,0,0,6.32131e+06
2020-05-30 17:00:00,7JYdWkrLSPkdwr4,3250.86,319.543,6952.29,7.72179e+06
2020-05-16 06:00:00,WRmjgnKYAwPKWDb,55.375,5.35,0,7.03482e+06
2020-06-15 00:45:00,WRmjgnKYAwPKWDb,0,0,0,7.25458e+06
2020-05-16 17:30:00,z9Y9gH1T5YWrNuG,1176.38,114.375,6443.75,7.0207e+06
2020-05-22 03:15:00,adLQvlD726eNBSB,0,0,0,6.32157e+06
2020-05-27 13:45:00,sjndEbLyjtCKgGv,4185.75,411.188,4883.62,7.11077e+06
2020-05-21 13:00:00,z9Y9gH1T5YWrNuG,12289.9,1198.67,4912.57,7.05417e+06
2020-06-16 22:00:00,WRmjgnKYAwPKWDb,0,0,6264,7.26758e+06
2020-06-13 19:15:00,1BY6WEcLGh8j5v7,0,0,7984,6.46366e+06
2020-06-06 16:45:00,z9Y9gH1T5YWrNuG,1283.88,124.912,6214.12,7.17722e+06
2020-05-29 10:00:00,zVJPv84UY57bAof,9679.75,945.625,1600.88,7.22207e+06
2020-05-23 08:00:00,1IF53ai7Xc0U56Y,4667.14,457.986,346.143,6.24088e+06
2020-06-02 10:15:00,ZnxXDlPa8U1GXgE,7320.29,716.686,2188.71,6.65763e+06
2020-06-11 08:30:00,7JYdWkrLSPkdwr4,3018.88,296.462,326.25,7.80142e+06
2020-06-08 08:45:00,uHbuxQJl8lW7ozc,7230.38,707.987,701,7.21785e+06
2020-05-16 13:45:00,McdE0feGgRqW7Ca,7624.62,746.325,4768.75,7.1702e+06
2020-05-17 00:00:00,bvBOhCH3iADSZry,0,0,0,6.32865e+06
2020-06-11 17:30:00,iCRJl6heRkivqQ3,1441.5,140.613,5626.88,7.38541e+06
2020-06-03 20:30:00,zBIq5rxdHJRwDNY,0,0,7888,6.48434e+06
2020-06-16 09:45:00,uHbuxQJl8lW7ozc,8998.14,880.243,1414.14,7.27616e+06
2020-06-11 18:00:00,VHMLBKoKgIrUVDU,630.5,61.05,5700.38,7.415e+06
2020-06-17 13:45:00,YxYtjZvoooNbGkE,8591.57,840.014,4492,7.42405e+06
2020-05-29 11:45:00,1BY6WEcLGh8j5v7,11271.5,1100.04,3223.75,6.36103e+06
2020-06-15 20:00:00,bvBOhCH3iADSZry,0,0,6192,6.52779e+06
2020-06-02 09:00:00,ih0vzX44oOqAx2f,6324.71,619.6,1044.14,6.31503e+06
2020-05-22 16:00:00,WRmjgnKYAwPKWDb,3257,320.271,6912.29,7.08427e+06
2020-06-14 07:45:00,VHMLBKoKgIrUVDU,4609.57,452.271,310.571,7.42988e+06
2020-05-30 10:30:00,uHbuxQJl8lW7ozc,5310.75,520.575,1404.25,7.15334e+06
2020-05-17 22:45:00,1BY6WEcLGh8j5v7,0,0,7045,6.27865e+06
2020-06-03 15:00:00,z9Y9gH1T5YWrNuG,12308.6,1201.16,6376.71,7.15365e+06
2020-05-24 05:45:00,McdE0feGgRqW7Ca,0,0,0,7.22464e+06
2020-06-02 12:45:00,sjndEbLyjtCKgGv,11006.1,1075.01,4129.43,7.15214e+06
2020-06-04 13:45:00,ih0vzX44oOqAx2f,10719.6,1047.07,5275.43,6.33429e+06
2020-06-02 23:45:00,wCURE6d3bPkepu2,0,0,2821.88,6.92287e+06
2020-06-05 21:15:00,McdE0feGgRqW7Ca,0,0,7920,7.32468e+06
2020-06-11 21:15:00,3PZuoBAID5Wc2HD,0,0,5717,7.19619e+06
2020-05-24 00:45:00,pkci93gMrogZuBj,0,0,0,7.23368e+06
2020-05-20 21:30:00,VHMLBKoKgIrUVDU,0,0,8982,7.24852e+06
2020-05-16 04:45:00,1IF53ai7Xc0U56Y,0,0,0,6.19e+06
2020-05-28 10:15:00,zBIq5rxdHJRwDNY,10181.2,995.35,2113.12,6.4362e+06
2020-06-09 16:30:00,rGa61gmuvPhdLxV,5310.12,520.513,7792.38,7.30376e+06
2020-06-10 06:45:00,wCURE6d3bPkepu2,1310.29,127.7,46.5714,6.97603e+06
2020-05-17 00:30:00,ZnxXDlPa8U1GXgE,0,0,0,6.53515e+06
2020-06-15 19:15:00,pkci93gMrogZuBj,0,0,6795,7.40322e+06
2020-06-15 09:15:00,uHbuxQJl8lW7ozc,8879.88,868.712,1309.88,7.26915e+06
2020-06-12 07:00:00,rGa61gmuvPhdLxV,941.429,91.4714,40.5714,7.31647e+06
2020-05-26 02:30:00,VHMLBKoKgIrUVDU,0,0,0,7.28952e+06
2020-06-02 18:15:00,pkci93gMrogZuBj,290.625,28.0875,7344.5,7.30764e+06
2020-05-18 22:15:00,zVJPv84UY57bAof,0,0,5390,7.1414e+06
2020-05-24 05:30:00,ZnxXDlPa8U1GXgE,0,0,0,6.58773e+06
2020-05-31 04:00:00,zBIq5rxdHJRwDNY,0,0,0,6.4573e+06
2020-06-12 22:45:00,VHMLBKoKgIrUVDU,0,0,5903,7.42091e+06
2020-05-31 16:30:00,sjndEbLyjtCKgGv,1812.43,177.643,5745,7.142e+06
2020-06-12 15:30:00,McdE0feGgRqW7Ca,5915.43,579.657,5275.86,7.37265e+06
2020-05-18 00:45:00,ZoEaEvLYb1n2sOq,0,0,0,7.11821e+06
2020-05-23 20:45:00,WRmjgnKYAwPKWDb,0,0,8431,7.09303e+06
2020-05-20 22:45:00,ih0vzX44oOqAx2f,0,0,8664,6.22594e+06
2020-06-02 11:30:00,7JYdWkrLSPkdwr4,6328.75,620.025,3004.38,7.73663e+06
2020-05-27 17:45:00,sjndEbLyjtCKgGv,620.429,60.0714,6665.14,7.11255e+06
2020-05-19 08:00:00,sjndEbLyjtCKgGv,1944.14,190.457,319.714,7.04272e+06
2020-06-15 04:15:00,VHMLBKoKgIrUVDU,0,0,0,7.43706e+06
2020-05-16 04:00:00,McdE0feGgRqW7Ca,0,0,0,7.16544e+06
2020-06-17 09:00:00,YxYtjZvoooNbGkE,5087.43,498.729,689.714,7.42025e+06
2020-06-10 14:15:00,VHMLBKoKgIrUVDU,9083.14,888.471,5245.43,7.40806e+06
2020-06-11 12:00:00,z9Y9gH1T5YWrNuG,9448,924.071,2273.29,7.20774e+06
2020-06-13 08:15:00,1BY6WEcLGh8j5v7,5900.88,578.212,518.875,6.4562e+06
2020-06-04 20:30:00,sjndEbLyjtCKgGv,0,0,0,7.17152e+06
2020-06-10 01:30:00,zBIq5rxdHJRwDNY,0,0,0,6.5314e+06
2020-05-19 03:15:00,bvBOhCH3iADSZry,0,0,0,6.34054e+06
2020-05-19 17:15:00,ZoEaEvLYb1n2sOq,1815.86,177.914,6738.71,7.13027e+06
2020-05-22 01:15:00,bvBOhCH3iADSZry,0,0,0,6.36215e+06
2020-05-21 16:45:00,ZoEaEvLYb1n2sOq,2599.12,254.938,7510.5,7.14658e+06
2020-05-27 00:30:00,z9Y9gH1T5YWrNuG,0,0,0,7.09718e+06
2020-05-27 08:45:00,YxYtjZvoooNbGkE,7634.12,747.4,822.875,7.27016e+06
2020-06-10 09:15:00,1BY6WEcLGh8j5v7,6528,639.529,971.857,6.44004e+06
2020-05-23 19:15:00,z9Y9gH1T5YWrNuG,0,0,8543,7.07276e+06
2020-06-14 14:45:00,ih0vzX44oOqAx2f,6361.5,623.2,5832.12,6.40635e+06
2020-05-20 10:45:00,zVJPv84UY57bAof,11063.3,1081.14,2693.14,7.15103e+06
2020-06-11 23:00:00,wCURE6d3bPkepu2,0,0,5651,6.98805e+06
2020-05-28 14:45:00,7JYdWkrLSPkdwr4,7921.71,775.2,6811.43,7.70536e+06
2020-05-22 04:15:00,wCURE6d3bPkepu2,0,0,0,6.83206e+06
2020-05-30 03:30:00,zVJPv84UY57bAof,0,0,0,7.22869e+06
2020-06-04 12:00:00,pkci93gMrogZuBj,13048.6,1272.21,3585.86,7.31902e+06
2020-06-06 08:45:00,iCRJl6heRkivqQ3,6326.86,619.814,925,7.34273e+06
2020-06-13 02:00:00,bvBOhCH3iADSZry,0,0,0,6.50978e+06
2020-05-21 15:30:00,1IF53ai7Xc0U56Y,7926.12,775.737,7150.62,6.23258e+06
2020-06-06 14:45:00,pkci93gMrogZuBj,2457.86,241.1,5740.57,7.33723e+06
2020-05-16 22:45:00,zVJPv84UY57bAof,0,0,6419,7.12854e+06
2020-06-07 19:15:00,ih0vzX44oOqAx2f,0,0,8019,6.35869e+06
2020-05-26 05:00:00,zVJPv84UY57bAof,0,0,0,7.19761e+06
2020-05-18 10:15:00,uHbuxQJl8lW7ozc,2257.75,221.375,680.125,7.05947e+06
2020-06-14 13:30:00,ZoEaEvLYb1n2sOq,9934.29,971.357,4606.71,7.32037e+06
2020-05-28 03:30:00,sjndEbLyjtCKgGv,0,0,0,7.11256e+06
2020-06-15 12:15:00,adLQvlD726eNBSB,5961.29,584.114,4142.57,6.50923e+06
2020-06-08 04:00:00,adLQvlD726eNBSB,0,0,0,6.45338e+06
2020-06-07 05:00:00,zBIq5rxdHJRwDNY,0,0,0,6.50673e+06
2020-06-15 13:30:00,ih0vzX44oOqAx2f,3468.62,340.462,4728.62,6.41241e+06
2020-05-21 17:45:00,ZnxXDlPa8U1GXgE,438.375,42.3875,7806.62,6.57185e+06
2020-06-13 19:30:00,bvBOhCH3iADSZry,0,0,7863,6.51764e+06
2020-06-03 21:00:00,ZoEaEvLYb1n2sOq,0,0,7774,7.2435e+06
2020-06-05 16:30:00,uHbuxQJl8lW7ozc,6255.43,612.829,7234.14,7.20177e+06
2020-06-05 05:00:00,zVJPv84UY57bAof,0,0,0,7.27127e+06
2020-05-26 08:30:00,z9Y9gH1T5YWrNuG,6734.71,659.671,695.286,7.09014e+06
2020-05-31 08:15:00,bvBOhCH3iADSZry,3302,324.35,308.75,6.42799e+06
2020-05-21 16:30:00,1BY6WEcLGh8j5v7,3912.12,384.212,7058.25,6.3054e+06
2020-06-06 11:45:00,zBIq5rxdHJRwDNY,5812.5,568.225,3262.75,6.50356e+06
2020-06-04 21:45:00,7JYdWkrLSPkdwr4,0,0,7999,7.75662e+06
2020-05-29 16:15:00,1BY6WEcLGh8j5v7,5846.57,572.943,7132.14,6.36494e+06
2020-06-13 00:15:00,3PZuoBAID5Wc2HD,0,0,0,7.20209e+06
2020-05-28 18:15:00,uHbuxQJl8lW7ozc,280.429,27.1,8370.43,7.14363e+06
2020-06-03 07:15:00,1IF53ai7Xc0U56Y,2287.25,224.262,108.75,6.32489e+06
2020-05-20 18:15:00,WRmjgnKYAwPKWDb,347.375,33.5875,8788.5,7.06972e+06
2020-05-22 02:00:00,YxYtjZvoooNbGkE,0,0,0,7.22903e+06
2020-06-12 15:15:00,uHbuxQJl8lW7ozc,4921.71,482.557,5081.43,7.25129e+06
2020-05-22 15:30:00,sjndEbLyjtCKgGv,4268.38,418.913,6545,7.07243e+06
2020-06-14 14:45:00,wCURE6d3bPkepu2,6499.14,636.643,5953.29,7.00832e+06
2020-05-31 05:30:00,3PZuoBAID5Wc2HD,0,0,0,7.10949e+06
2020-05-22 06:15:00,ZoEaEvLYb1n2sOq,564.143,54.5857,11.4286,7.1467e+06
2020-06-11 13:45:00,adLQvlD726eNBSB,6528.5,639.513,3614.12,6.48056e+06
2020-06-12 04:45:00,ih0vzX44oOqAx2f,0,0,0,6.38655e+06
2020-06-13 16:15:00,wCURE6d3bPkepu2,3241.5,317.975,8123,7.00203e+06
2020-06-06 02:45:00,uHbuxQJl8lW7ozc,0,0,0,7.20237e+06
2020-06-13 16:15:00,McdE0feGgRqW7Ca,3289,322.65,8250.12,7.38158e+06
2020-05-20 08:15:00,adLQvlD726eNBSB,6322.25,619.375,582.5,6.3051e+06
2020-06-17 19:00:00,1IF53ai7Xc0U56Y,0,0,6034,6.43357e+06
2020-05-28 18:30:00,3PZuoBAID5Wc2HD,81.1429,7.82857,8527.71,7.09398e+06
2020-05-21 17:00:00,iCRJl6heRkivqQ3,1067.38,103.75,7770.5,7.22738e+06
2020-05-16 14:00:00,z9Y9gH1T5YWrNuG,6762.14,662.229,4904.86,7.01916e+06
2020-06-17 13:15:00,7JYdWkrLSPkdwr4,9432.14,922.171,4024.29,7.84499e+06
2020-05-25 15:00:00,sjndEbLyjtCKgGv,10245.6,1001.69,7558,7.09691e+06
2020-06-17 19:45:00,1IF53ai7Xc0U56Y,0,0,6034,6.43357e+06
2020-05-19 11:15:00,7JYdWkrLSPkdwr4,7358.43,719.514,2326.29,7.6307e+06
2020-05-25 13:00:00,rGa61gmuvPhdLxV,12427,1211.64,5413.5,7.18871e+06
2020-06-10 05:00:00,iCRJl6heRkivqQ3,0,0,0,7.37322e+06
